Frame:0.402 Mvs_record:0.131 Pts_num:3729.000 Pts_num_r:24367.000 Ransac:0.010 Render:0.006 Render_mp:1.039 Track_img:0.067 Vio_f2f:0.008 Vio_f2m:0.003 Wait:0.002 
Frame:0.413 Mvs_record:0.109 Pts_num:3708.000 Pts_num_r:22019.000 Ransac:0.007 Render:0.008 Render_mp:1.167 Track_img:0.060 Vio_f2f:0.006 Vio_f2m:0.004 Wait:49.263 
Frame:0.427 Mvs_record:0.142 Pts_num:3708.000 Pts_num_r:25572.000 Ransac:0.009 Render:0.007 Render_mp:1.639 Track_img:0.068 Vio_f2f:0.008 Vio_f2m:0.003 Wait:0.002 
Frame:0.415 Mvs_record:0.140 Pts_num:3708.000 Pts_num_r:25572.000 Ransac:0.010 Render:0.007 Render_mp:1.639 Track_img:0.067 Vio_f2f:0.008 Vio_f2m:0.004 Wait:0.002 
Frame:0.562 Mvs_record:0.149 Pts_num:3691.000 Pts_num_r:23910.000 Ransac:0.007 Render:0.009 Render_mp:1.254 Track_img:0.048 Vio_f2f:0.006 Vio_f2m:0.003 Wait:47.283 
Frame:0.460 Mvs_record:0.204 Pts_num:3691.000 Pts_num_r:27382.000 Ransac:0.010 Render:0.009 Render_mp:1.265 Track_img:0.058 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
Frame:0.502 Mvs_record:0.228 Pts_num:3691.000 Pts_num_r:27423.000 Ransac:0.008 Render:0.012 Render_mp:1.191 Track_img:0.063 Vio_f2f:0.008 Vio_f2m:0.003 Wait:0.002 
Frame:0.376 Mvs_record:0.099 Pts_num:3657.000 Pts_num_r:25289.000 Ransac:0.008 Render:0.008 Render_mp:1.045 Track_img:0.046 Vio_f2f:0.007 Vio_f2m:0.004 Wait:50.442 
Frame:0.391 Mvs_record:0.151 Pts_num:3657.000 Pts_num_r:28890.000 Ransac:0.009 Render:0.007 Render_mp:1.335 Track_img:0.056 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.002 
Frame:0.605 Mvs_record:0.293 Pts_num:3657.000 Pts_num_r:29199.000 Ransac:0.012 Render:0.009 Render_mp:2.522 Track_img:0.068 Vio_f2f:0.008 Vio_f2m:0.004 Wait:0.002 
Frame:0.480 Mvs_record:0.179 Pts_num:3616.000 Pts_num_r:27569.000 Ransac:0.009 Render:0.007 Render_mp:1.623 Track_img:0.044 Vio_f2f:0.008 Vio_f2m:0.003 Wait:44.748 
Frame:0.413 Mvs_record:0.147 Pts_num:3616.000 Pts_num_r:31431.000 Ransac:0.009 Render:0.006 Render_mp:1.404 Track_img:0.059 Vio_f2f:0.007 Vio_f2m:0.004 Wait:0.001 
Frame:0.453 Mvs_record:0.193 Pts_num:3616.000 Pts_num_r:31677.000 Ransac:0.010 Render:0.007 Render_mp:1.805 Track_img:0.064 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.002 
Frame:0.371 Mvs_record:0.107 Pts_num:3431.000 Pts_num_r:29277.000 Ransac:0.007 Render:0.006 Render_mp:1.039 Track_img:0.044 Vio_f2f:0.006 Vio_f2m:0.003 Wait:46.227 
Frame:0.757 Mvs_record:0.195 Pts_num:3431.000 Pts_num_r:33064.000 Ransac:0.012 Render:0.007 Render_mp:1.541 Track_img:0.064 Vio_f2f:0.008 Vio_f2m:0.004 Wait:0.002 
Frame:0.552 Mvs_record:0.213 Pts_num:3431.000 Pts_num_r:33033.000 Ransac:0.011 Render:0.012 Render_mp:1.207 Track_img:0.068 Vio_f2f:0.007 Vio_f2m:0.004 Wait:0.002 
Frame:0.429 Mvs_record:0.140 Pts_num:3460.000 Pts_num_r:30218.000 Ransac:0.007 Render:0.010 Render_mp:1.028 Track_img:0.047 Vio_f2f:0.006 Vio_f2m:0.003 Wait:50.097 
Frame:0.387 Mvs_record:0.120 Pts_num:3460.000 Pts_num_r:33993.000 Ransac:0.009 Render:0.005 Render_mp:1.132 Track_img:0.057 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.001 
Frame:0.382 Mvs_record:0.135 Pts_num:3460.000 Pts_num_r:33992.000 Ransac:0.010 Render:0.005 Render_mp:1.093 Track_img:0.064 Vio_f2f:0.007 Vio_f2m:0.003 Wait:0.001 
Frame:0.379 Mvs_record:0.098 Pts_num:3395.000 Pts_num_r:32332.000 Ransac:0.009 Render:0.007 Render_mp:1.320 Track_img:0.052 Vio_f2f:0.007 Vio_f2m:0.003 Wait:43.376 
Frame:0.424 Mvs_record:0.160 Pts_num:3395.000 Pts_num_r:35864.000 Ransac:0.008 Render:0.008 Render_mp:1.170 Track_img:0.072 Vio_f2f:0.007 Vio_f2m:0.004 Wait:0.002 
Frame:0.445 Mvs_record:0.183 Pts_num:3395.000 Pts_num_r:35859.000 Ransac:0.010 Render:0.008 Render_mp:1.124 Track_img:0.056 Vio_f2f:0.006 Vio_f2m:0.003 Wait:0.001 
Frame:1.537 Mvs_record:0.532 Pts_num:3426.000 Pts_num_r:34601.000 Ransac:0.041 Render:0.037 Render_mp:3.751 Track_img:0.249 Vio_f2f:0.030 Vio_f2m:0.021 Wait:52.606 
Frame:0.638 Mvs_record:0.178 Pts_num:3426.000 Pts_num_r:37965.000 Ransac:0.024 Render:0.008 Render_mp:4.916 Track_img:0.192 Vio_f2f:0.027 Vio_f2m:0.005 Wait:0.005 
Frame:0.544 Mvs_record:0.231 Pts_num:3426.000 Pts_num_r:37941.000 Ransac:0.011 Render:0.008 Render_mp:2.501 Track_img:0.071 Vio_f2f:0.006 Vio_f2m:0.004 Wait:0.002 
Frame:0.563 Mvs_record:0.227 Pts_num:3341.000 Pts_num_r:35958.000 Ransac:0.010 Render:0.009 Render_mp:4.526 Track_img:0.058 Vio_f2f:0.007 Vio_f2m:0.004 Wait:46.373 
Frame:0.552 Mvs_record:0.233 Pts_num:3341.000 Pts_num_r:39364.000 Ransac:0.009 Render:0.009 Render_mp:3.950 Track_img:0.074 Vio_f2f:0.007 Vio_f2m:0.004 Wait:0.002 
Frame:0.469 Mvs_record:0.204 Pts_num:3341.000 Pts_num_r:39415.000 Ransac:0.015 Render:0.005 Render_mp:3.640 Track_img:0.060 Vio_f2f:0.009 Vio_f2m:0.005 Wait:0.002 
